id,condition_expl,time,issue_name,female,age10y,educ2,party,interest_politics2,interest_voted_2020_2,interest_news2,R_two,R_all,extr,underst,issue_num,time_post
297,1,pre,ss,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,2,FALSE
297,1,pre,tax,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,3,2,FALSE
297,1,pre,teach,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,2,FALSE
298,1,post,cap,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,5,1,TRUE
298,1,post,tax,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,5,2,TRUE
298,1,pre,cap,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,2,1,FALSE
298,1,pre,health,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,1,FALSE
298,1,pre,nuc,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,3,1,FALSE
298,1,pre,ss,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,3,2,FALSE
298,1,pre,tax,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,5,2,FALSE
298,1,pre,teach,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,2,FALSE
299,1,post,health,a.Male,3.5,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,5,1,TRUE
299,1,post,ss,a.Male,3.5,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,5,2,TRUE
299,1,pre,cap,a.Male,3.5,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,5,1,FALSE
299,1,pre,health,a.Male,3.5,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,5,1,FALSE
299,1,pre,nuc,a.Male,3.5,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,1,FALSE
299,1,pre,ss,a.Male,3.5,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,4,2,FALSE
299,1,pre,tax,a.Male,3.5,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,2,FALSE
299,1,pre,teach,a.Male,3.5,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,5,2,FALSE
300,1,post,health,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,5,1,TRUE
300,1,post,ss,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,5,2,TRUE
300,1,pre,cap,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,5,1,FALSE
300,1,pre,health,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,4,1,FALSE
300,1,pre,nuc,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,1,FALSE
300,1,pre,ss,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,3,2,FALSE
300,1,pre,tax,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,3,2,FALSE
300,1,pre,teach,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,4,2,FALSE
301,0,post,nuc,b.Female,3.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,5,1,TRUE
301,0,post,teach,b.Female,3.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,5,2,TRUE
301,0,pre,cap,b.Female,3.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,2,1,FALSE
301,0,pre,health,b.Female,3.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,6,1,FALSE
301,0,pre,nuc,b.Female,3.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,4,1,FALSE
301,0,pre,ss,b.Female,3.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,1,2,FALSE
301,0,pre,tax,b.Female,3.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,7,2,FALSE
301,0,pre,teach,b.Female,3.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,5,2,FALSE
302,1,post,cap,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,3,1,TRUE
302,1,post,tax,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,4,2,TRUE
302,1,pre,cap,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,3,1,FALSE
302,1,pre,health,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,4,1,FALSE
302,1,pre,nuc,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,2,1,FALSE
302,1,pre,ss,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,2,4,2,FALSE
302,1,pre,tax,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,2,3,2,FALSE
302,1,pre,teach,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,2,2,FALSE
303,0,post,health,b.Female,5.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-2.49811652931264,TRUE,0,2,6,1,TRUE
303,0,post,ss,b.Female,5.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-2.49811652931264,TRUE,0,2,6,2,TRUE
303,0,pre,cap,b.Female,5.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-2.49811652931264,TRUE,0,2,6,1,FALSE
303,0,pre,health,b.Female,5.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-2.49811652931264,TRUE,0,3,7,1,FALSE
303,0,pre,nuc,b.Female,5.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-2.49811652931264,TRUE,0,3,7,1,FALSE
303,0,pre,ss,b.Female,5.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-2.49811652931264,TRUE,0,2,6,2,FALSE
303,0,pre,tax,b.Female,5.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-2.49811652931264,TRUE,0,2,6,2,FALSE
303,0,pre,teach,b.Female,5.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-2.49811652931264,TRUE,0,3,7,2,FALSE
304,1,post,health,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,1,TRUE
304,1,post,ss,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,4,2,TRUE
304,1,pre,cap,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,1,FALSE
304,1,pre,health,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,1,FALSE
304,1,pre,nuc,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,2,1,FALSE
304,1,pre,ss,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,3,2,FALSE
304,1,pre,tax,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,3,2,FALSE
304,1,pre,teach,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,4,2,FALSE
305,0,post,health,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,1,TRUE
305,0,post,ss,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,2,TRUE
305,0,pre,cap,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,3,1,FALSE
305,0,pre,health,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,5,1,FALSE
305,0,pre,nuc,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,1,FALSE
305,0,pre,ss,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,2,2,FALSE
305,0,pre,tax,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,3,2,FALSE
305,0,pre,teach,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,5,2,FALSE
306,1,post,nuc,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,3,6,1,TRUE
306,1,post,teach,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,2,5,2,TRUE
306,1,pre,cap,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,2,6,1,FALSE
306,1,pre,health,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,0,7,1,FALSE
306,1,pre,nuc,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,2,5,1,FALSE
306,1,pre,ss,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,3,3,2,FALSE
306,1,pre,tax,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,0,4,2,FALSE
306,1,pre,teach,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,3,6,2,FALSE
307,1,post,nuc,a.Male,3.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,1,TRUE
307,1,post,teach,a.Male,3.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,4,2,TRUE
307,1,pre,cap,a.Male,3.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,3,1,FALSE
307,1,pre,health,a.Male,3.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,1,FALSE
307,1,pre,nuc,a.Male,3.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,5,1,FALSE
307,1,pre,ss,a.Male,3.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,5,2,FALSE
307,1,pre,tax,a.Male,3.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,2,2,FALSE
307,1,pre,teach,a.Male,3.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,4,2,FALSE
308,0,post,nuc,a.Male,3.6,c.Bachelor's degree,b.Republican,1.52002552396472,a.Yes,1.08598179107852,TRUE,1,2,6,1,TRUE
308,0,post,teach,a.Male,3.6,c.Bachelor's degree,b.Republican,1.52002552396472,a.Yes,1.08598179107852,TRUE,1,2,6,2,TRUE
308,0,pre,cap,a.Male,3.6,c.Bachelor's degree,b.Republican,1.52002552396472,a.Yes,1.08598179107852,TRUE,1,1,5,1,FALSE
308,0,pre,health,a.Male,3.6,c.Bachelor's degree,b.Republican,1.52002552396472,a.Yes,1.08598179107852,TRUE,1,1,5,1,FALSE
308,0,pre,nuc,a.Male,3.6,c.Bachelor's degree,b.Republican,1.52002552396472,a.Yes,1.08598179107852,TRUE,1,1,6,1,FALSE
308,0,pre,ss,a.Male,3.6,c.Bachelor's degree,b.Republican,1.52002552396472,a.Yes,1.08598179107852,TRUE,1,3,6,2,FALSE
308,0,pre,tax,a.Male,3.6,c.Bachelor's degree,b.Republican,1.52002552396472,a.Yes,1.08598179107852,TRUE,1,2,5,2,FALSE
308,0,pre,teach,a.Male,3.6,c.Bachelor's degree,b.Republican,1.52002552396472,a.Yes,1.08598179107852,TRUE,1,2,6,2,FALSE
309,0,post,health,a.Male,3.4,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,2,6,1,TRUE
309,0,post,ss,a.Male,3.4,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,2,5,2,TRUE
309,0,pre,cap,a.Male,3.4,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,2,6,1,FALSE
309,0,pre,health,a.Male,3.4,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,3,7,1,FALSE
309,0,pre,nuc,a.Male,3.4,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,0,6,1,FALSE
309,0,pre,ss,a.Male,3.4,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,2,7,2,FALSE
309,0,pre,tax,a.Male,3.4,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,2,7,2,FALSE
309,0,pre,teach,a.Male,3.4,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,6,2,FALSE
310,1,post,nuc,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-2.49811652931264,TRUE,0,0,3,1,TRUE
310,1,post,teach,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-2.49811652931264,TRUE,0,1,4,2,TRUE
310,1,pre,cap,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-2.49811652931264,TRUE,0,1,4,1,FALSE
310,1,pre,health,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-2.49811652931264,TRUE,0,2,3,1,FALSE
310,1,pre,nuc,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-2.49811652931264,TRUE,0,1,2,1,FALSE
310,1,pre,ss,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-2.49811652931264,TRUE,0,2,2,2,FALSE
310,1,pre,tax,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-2.49811652931264,TRUE,0,2,3,2,FALSE
310,1,pre,teach,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,-2.49811652931264,TRUE,0,0,3,2,FALSE
311,1,post,health,b.Female,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,3,7,1,TRUE
311,1,post,ss,b.Female,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,2,7,2,TRUE
311,1,pre,cap,b.Female,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,3,7,1,FALSE
311,1,pre,health,b.Female,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,3,6,1,FALSE
311,1,pre,nuc,b.Female,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,2,7,1,FALSE
311,1,pre,ss,b.Female,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,3,7,2,FALSE
311,1,pre,tax,b.Female,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,2,7,2,FALSE
311,1,pre,teach,b.Female,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,3,5,2,FALSE
312,1,post,cap,b.Female,2.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,2,5,1,TRUE
312,1,post,tax,b.Female,2.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,2,6,2,TRUE
312,1,pre,cap,b.Female,2.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,1,5,1,FALSE
312,1,pre,health,b.Female,2.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,2,5,1,FALSE
312,1,pre,nuc,b.Female,2.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,2,6,1,FALSE
312,1,pre,ss,b.Female,2.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,1,7,2,FALSE
312,1,pre,tax,b.Female,2.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,1,6,2,FALSE
312,1,pre,teach,b.Female,2.5,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,1,0,6,2,FALSE
313,1,post,nuc,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,2,5,1,TRUE
313,1,post,teach,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,2,5,2,TRUE
313,1,pre,cap,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,0,4,1,FALSE
313,1,pre,health,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,2,6,1,FALSE
313,1,pre,nuc,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,1,4,1,FALSE
313,1,pre,ss,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,2,6,2,FALSE
313,1,pre,tax,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,3,7,2,FALSE
313,1,pre,teach,a.Male,3,c.Bachelor's degree,b.Republican,-1.67330540873427,a.Yes,-2.49811652931264,TRUE,1,1,5,2,FALSE
314,0,post,health,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,1,3,6,1,TRUE
314,0,post,ss,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,1,1,6,2,TRUE
314,0,pre,cap,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,1,3,6,1,FALSE
314,0,pre,health,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,1,1,6,1,FALSE
314,0,pre,nuc,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,1,2,7,1,FALSE
314,0,pre,ss,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,1,2,6,2,FALSE
314,0,pre,tax,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,1,3,6,2,FALSE
314,0,pre,teach,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,1,2,7,2,FALSE
315,0,post,nuc,a.Male,4.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,6,1,TRUE
315,0,post,teach,a.Male,4.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,6,2,TRUE
315,0,pre,cap,a.Male,4.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,1,6,1,FALSE
315,0,pre,health,a.Male,4.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,7,1,FALSE
315,0,pre,nuc,a.Male,4.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,6,1,FALSE
315,0,pre,ss,a.Male,4.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,1,5,2,FALSE
315,0,pre,tax,a.Male,4.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,1,7,2,FALSE
315,0,pre,teach,a.Male,4.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,3,5,2,FALSE
316,0,post,cap,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,0,3,6,1,TRUE
316,0,post,tax,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,0,1,6,2,TRUE
316,0,pre,cap,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,0,2,7,1,FALSE
316,0,pre,health,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,0,0,7,1,FALSE
316,0,pre,nuc,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,0,2,6,1,FALSE
316,0,pre,ss,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,0,3,6,2,FALSE
316,0,pre,tax,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,0,1,6,2,FALSE
316,0,pre,teach,b.Female,2.5,c.Bachelor's degree,a.Democrat,1.52002552396472,a.Yes,-0.706067369117059,TRUE,0,3,7,2,FALSE
317,0,post,cap,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,3,7,1,TRUE
317,0,post,tax,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,2,6,2,TRUE
317,0,pre,cap,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,2,5,1,FALSE
317,0,pre,health,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,0,6,1,FALSE
317,0,pre,nuc,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,3,5,1,FALSE
317,0,pre,ss,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,1,7,2,FALSE
317,0,pre,tax,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,2,6,2,FALSE
317,0,pre,teach,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,2,7,2,FALSE
318,1,post,health,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,4,1,TRUE
318,1,post,ss,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,5,2,TRUE
318,1,pre,cap,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,2,1,FALSE
318,1,pre,health,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,5,1,FALSE
318,1,pre,nuc,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,2,1,FALSE
318,1,pre,ss,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,3,2,FALSE
318,1,pre,tax,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,0,4,2,FALSE
318,1,pre,teach,a.Male,3,c.Master's or doctoral degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,3,2,FALSE
319,0,post,nuc,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,0,2,1,TRUE
319,0,post,teach,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,6,2,TRUE
319,0,pre,cap,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,3,1,FALSE
319,0,pre,health,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,3,1,FALSE
319,0,pre,nuc,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,2,4,1,FALSE
319,0,pre,ss,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,0,2,2,FALSE
319,0,pre,tax,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,3,2,FALSE
319,0,pre,teach,a.Male,3,c.Bachelor's degree,c.Independent,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,2,2,FALSE
320,1,post,health,b.Female,2.7,c.Master's or doctoral degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,2,5,1,TRUE
